Dataset,Model Variant,Fault Name,Rank,Variable,Score
Robotics (Pepper),RBF + Ridge,JointControl.csv,6,LaserR05X,9.415297
Robotics (Pepper),RBF + Ridge,JointControl.csv,7,HipRollTemp,8.500229
Robotics (Pepper),RBF + Ridge,JointControl.csv,8,WheelBStiff,8.310538
Robotics (Pepper),RBF + Ridge,JointControl.csv,9,HipPicthTemp,8.029428
Robotics (Pepper),RBF + Ridge,JointControl.csv,10,LaserShovel01X,7.841529
Robotics (Pepper),RBF + Ridge,JointControl.csv,11,WheelFLTemp,7.791074
Robotics (Pepper),RBF + Ridge,JointControl.csv,12,HeadPicthTemp,6.844147
Robotics (Pepper),RBF + Ridge,JointControl.csv,13,LaserR08X,6.827311
Robotics (Pepper),RBF + Ridge,JointControl.csv,14,LaserF01X,6.536033
Robotics (Pepper),RBF + Ridge,JointControl.csv,15,LaserR06X,6.091245
Robotics (Pepper),RBF + Ridge,JointControl.csv,16,LElbowYawTemp,5.648069
Robotics (Pepper),RBF + Ridge,JointControl.csv,17,LShoulderPitchTemp,5.617292
Robotics (Pepper),RBF + Ridge,JointControl.csv,18,LaserR07X,5.517784
Robotics (Pepper),RBF + Ridge,JointControl.csv,19,RElbowRollTemp,5.353222
Robotics (Pepper),RBF + Ridge,JointControl.csv,20,HeadYawTemp,5.319341
Robotics (Pepper),RBF + Ridge,JointControl.csv,21,LaserShovel02X,5.077600
Robotics (Pepper),RBF + Ridge,JointControl.csv,22,RElbowYawTemp,4.855071
Robotics (Pepper),RBF + Ridge,JointControl.csv,23,RShoulderPitchTemp,4.349701
Robotics (Pepper),RBF + Ridge,JointControl.csv,24,LHandTemp,3.675159
Robotics (Pepper),RBF + Ridge,JointControl.csv,25,RWristYawTemp,3.278724
Robotics (Pepper),RBF + Ridge,JointControl.csv,26,LaserR09X,3.129646
Robotics (Pepper),RBF + Ridge,JointControl.csv,27,LShoulderRollTemp,2.705151
Robotics (Pepper),RBF + Ridge,JointControl.csv,28,LWristYawTemp,2.489900
Robotics (Pepper),RBF + Ridge,JointControl.csv,29,LaserR11X,1.672928
Robotics (Pepper),RBF + Ridge,JointControl.csv,30,WheelFRStiff,1.459899
Robotics (Pepper),RBF + Ridge,JointControl.csv,31,TabletTouchY,0.008255
Robotics (Pepper),RBF + Ridge,JointControl.csv,32,TabletTouchX,0.005755
Robotics (Pepper),RBF + Ridge,LedsControl.csv,1,TabletTouchX,37.520886
Robotics (Pepper),RBF + Ridge,LedsControl.csv,2,TabletTouchY,16.031842
Robotics (Pepper),RBF + Ridge,LedsControl.csv,3,HeadPicthTemp,14.817908
Robotics (Pepper),RBF + Ridge,LedsControl.csv,4,KneePicthTemp,12.976056
Robotics (Pepper),RBF + Ridge,LedsControl.csv,5,LaserShovel03X,6.592878
Robotics (Pepper),RBF + Ridge,LedsControl.csv,6,LaserShovel01X,5.442786
Robotics (Pepper),RBF + Ridge,LedsControl.csv,7,RShoulderRollTemp,3.604000
Robotics (Pepper),RBF + Ridge,LedsControl.csv,8,LaserShovel02X,3.491774
Robotics (Pepper),RBF + Ridge,LedsControl.csv,9,LShoulderRollTemp,3.470144
Robotics (Pepper),RBF + Ridge,LedsControl.csv,10,WheelBStiff,3.192640
